Name,Date,Location,Stars,Subject,Comment,Response,Title
preeti190,16 October 2014,"
Mumbai, India
",4,good experience,"
The hotel staff was really courteous and the food really delicious!!. Service was also good and I loved the ambience too:) We did not have a very clear outdoor view from the windows but the rooms were maintained quite clean.
",,"
Lonavala - Under the Over
"
DrAbhayShah,11 September 2014,"
Thane, Maharashtra, India
",5,Ideal for short break,"
We stayed there in June 2014. Had a great time as the resort is new and well furnished,. All the facilities were working properly. Rooms and small and bathrooms are small and basic. However, there is very good cleanliness. Staff is courteous and prompt in their service. Food was mostly buffet which we do not prefer but was very good...
",,"
Lonavala - Under the Over
"
sushantkathuria,9 September 2014,"
",4,Pleasant stay...!!,"
We stayed here only for one night but enjoyed it. Property is conveniently located and is near to lot of prominent places in Lonavala for sight seeing. Evening was fun with indoor activities and special Karaoke night. They even have enough parking space inside the Hotel. Front office was well trained and restaurant team, Jagdish, Rajkishor, Asif were courteous. Special...
",,"
Lonavala - Under the Over
"
Rajkumar69,8 September 2014,"
Navi Mumbai
",4,Lonaval over the under,"
I booked a studio apartment for 3nights. The room was very small similar to a guest room at karwar. That was the bad point. Other than that the staff of sterling was very courteous. The chef mr Shukla was wonderful. Saikat the housekeeping supervisor was very warm and made us rally feel at home. Wonderful weather and lovely stay. Please...
",,"
Lonavala - Under the Over
"
Neeraj19632014,2 September 2014,"
Mumbai, India
",3,Average Hotel,"
This is an average hotel away from city center but near the expressway exit. Rooms are average. Front desk staff are little slow in responding. Food is excellent and restaurant staff is very helpful. Activity area is small and not mush to do there. However if you want to spend one peaceful weekend are willing to let go of luxuries...
",,"
Lonavala - Under the Over
"
Dakshinlab,1 September 2014,"
Bangalore
",4,PEACEFUL HOTEL,"
Even though it is coming under Sterling Holiday Resorts, it is a hotel with swimming pool and other facilities. Situated in the outskirts of Lonavala, but only 4 kms away, it is quiet place, but unfortunately our room 211 was very noisy with the air-conditioner not working properly.
They have a restaurant on the roof top also with a good...
",,"
Lonavala - Under the Over
"
shahvp2112,1 September 2014,"
Ankleshwar, India
",3,Good Place to stay,"
I had been with my family for 2 nights from Aug 29 to 31, it was a free holiday offered by Sterling. We were disappointed when they show us a very small room and told us that they do not have big room in the resort if we require a bigger room than they have arrangement with nearby hotel. we...
",,"
Lonavala - Under the Over
"
Shankar S,31 August 2014,"
",4,Best place To stay ,"
I had been with my family for 2 nights.best place to stay. Room are clean and well maintained thanks to Thomas cook for renovations.well
Maintained parks pools and staff.
Travel desk is so helpful especially mr Balu.helped us from airport pick up ,local trip and drop .
Value for money and pleasant place to stay.
",,"
Lonavala - Under the Over
"
Pinkesh N,28 August 2014,"
",3,Under the over ,"
I stay on aug 18 to 20 for two night with my family very nice room they give me all amenities are good food test is very good but expensive
The location is so far about 3 km from rail/bus stand/market and no auto available
Resort travel desk is so expensive they charge 900 to pickup from railway station it's...
","
Dear Sir,
Greetings from Sterling Holidays!
We appreciate your taking the time to share your review of our resort, Lonavala - Under the Over.
Thank you for your words of appreciation about the room and amenities. However, we are deeply concerned about the issues you have raised in your feedback. We have taken note of the problems faced by you...
","
Lonavala - Under the Over
"
Prateek70,25 August 2014,"
Mumbai, India
",4,Very Decent place,"
Overall I felt this was a very decent place to stay, nothing fancy, but nothing major to complain about. The location was good, a little away from the crowd of lonavala yet not too far. The staff were pleasant and did what was asked of them. Even the room dine-in food was quite decent. The quality of the bathrooms was...
",,"
Lonavala - Under the Over
"
babu7476,9 October 2014,"
Tiruchengode, India
",3,Really the Great Escape,"
Very far away from the main beach area. So not accessible.
Hence we had to rely on them a lot for transport.
Rooms were very stuffy and needs a lot of maintenance.
Mr.Noor of the catering deportment was very cordial and helpful
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
linusrian,26 September 2014,"
Mumbai, Maharashtra, India
",5,Wow experience,"
Its been an amazing journey with Sterling Puri Resorts. We have been conducting regular training programs at this picturesque resort & it has been a wonderful experience all throughout. The staff is very helpful & all throughout our numerous stays there, we were well taken care of. The rooms are well-maintained, plush ambience, the food is great...their conference facilities are...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
biswas_munmun,22 September 2014,"
Kolkata, India
",1,below standard and misguiding staffs,"
I am just coming back from that puri resort, i.e. starling Golden Sand Resort.my booking was from 18/09/2014-21/09/2014.i am very sorry to say that it was the worst resort i had ever stayed. The conditions of all the rooms (no. of rooms-5) were unbearably smelly and below standard.the tap of the bathroom was leaking, phone not working (room no. 411).the...
","
Dear Maam,
Greetings from Sterling Holidays!
We appreciate your taking the time to share your review of our resort, Puri  Golden Sands.
We are deeply concerned about the unpleasant experience you had during your stay with us. We have noted the issues you have raised regarding rooms and amenities and have communicated the same with the Resort Management team...
","
Puri - Golden Sands, A Sterling Holidays Resort
"
lovelyonair,13 September 2014,"
Bhubaneswar, Orissa, India
",5,Pleasant Stay,"
Sterling Resort is one of best hotel at Puri, Odisha. I enjoyed staying here & whenever my friends come to Odisha, I recommend this hotel due to location & service even though it required some modification.
My Stay was awesome.
Only two suggestions need to focus:- Building renovation & some kind of in-house activities. Apart from this, everything was is...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
SUBARDHAN B,6 August 2014,"
KOLKATA
",3,other side of Puri,"
At the other side of PURI-----this is just a small mediocre resort which if by any chance anybody reaches there during the monsoon period will definitely enjoy & relax at this beach side establishment.
Crossing city area State road was almost washed out by the fury of sea or the flood caused by the depression & a heavy downpour on...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
karsomaditya,2 July 2014,"
Beaverton, Oregon, United States
",1,Misguiding people,"
I have visited there just before Rathayatra. I stayed for 3 days and found overall stay as terrible for below issues.
1. Rooms were dirty. After several follow up with the staffs I could not make them clean the room.
2. Wifi was not working for us. I am not sure why they were saying that it is not working...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
TusharMishra,9 June 2014,"
New Delhi, India
",5,An absolute delight !!,"
This is a great place to relax and enjoy your vacation with family. Some tantalising attractions -
1. private beach
2. located - estuary of river and ocean
3. swimming pool
Services -
1. prompt. A separate department to handle all travel needs smoothly.Enjoyed boat ride, city tour and konark visit
2. Our AC didn't work. Immediately I was given...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
jmahadik,28 May 2014,"
Bangalore
",5,Wow stay,"
Wonderful place to stay. The staff was extremly courteous. Although the room that we checked in was not upto the mark the staff cooperated in shifting is in a better room. The place is wonderfully located and has a private area on the beach. The pool is also beautiful. Clearly an excellent stay.
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
Sanjay J,28 May 2014,"
",4,Puri visit with my son,"
Sterling holiday resort has an access to the beach which becomes a sort of private beach to one side and on their left river Bhargav flows into bay of bengal ,so only the guest at sterling holiday resort have the access to that area,ideal place for people who hate crowded beach
Food served is quiet good non oily but breakfast...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
