Review,Pos/Neg,Correlation
"
I got this booked from Bangalore office just in five minutes .The sterling is beautifully located just on the border of Goa. Gokarn is also near by.. The staff concerned are very friendly and made us homely .The hospitality provided to us was of excellent nature. The holiday activities provided by Shri Sharanappa and his team was superb. Kitchen staff...
",pos,1.0
"
Recently visited Emerald Bay the Sterling property at Karwar. The location is fabulous overlooking the sea and has been maintained very well. It seems to be a new acquisition and some areas are still being done up. Its a live in property hence a kitchenette etc is not provided and utility costs are collected upfront. The market, beach and most...
",pos,1.0
"
I found this property to be extremely well located. It is right on the main highway justbefore entering karwar town if you are coming from Goa. The rooms are extremely good and spacious. We stayed in a suite room with attached balcony facing the Arabian Sea. It is on the union of Kali river and arabian sea and the view...
",neg,0.6
"
This review comes in very very late. It was our most cherished and memorable holiday early November 2013.
Yes its not on the beach but the resort's location is very peaceful, although its on the main road once you cross the Goa border, its easy to find and from the first approach of the security guards and their smiles.. the...
",pos,1.0
"
We stayed in this hotel as part of the timeshare service from Sterling holidays. Rooms were above average. Rest of the hotel was good. Though the view of the sea is exaggerated in most reviews. From the windows on one side of the hotel one can just catch the faint blue outline of the sea. Its not as close as...
",pos,0.8
"
The service by resort staff is mind blowing and excellent. The resort staff take care of their tourists who stay in their resort properly,excellently and make sure that all the need of tourists are catered too and the hospitality of all the resort staff was mind-blowing and excellent
",pos,1.0
"
We stayed here for 3 nights this month and enjoyed our stay thoroughly. The suite we were allotted had a mesmerizing view of the ocean on one side and greenery on the other. Karwar is nothing like Goa and I wonder why even the comparison. The hotel has a great location and hence an ideal place to stay, if in...
",neg,0.6
"
Stayed for 3 night in nov 13. Hotel is at a good location, near to the highway. surrounded by Palm trees & greenery. Hotel is neat & clean. Rooms are clean & comfortable. Food quality & taste was not upto the mark and we mostly ate at Amruth Hotel & other places in Karwar town, which has excellent seafood. Pool...
",pos,0.8
"
They provide horrible food as breakfast and dinner in the masti meal package. The chef has no idea of about what is IDLY, Dosa, Vada, Pongal, Sambar and chutney. These famous south indian foods are messed up. Non Veg foods in dinner are served without any taste and only presence in the menu is registered. The top management to take...
",pos,0.6
"
It's very nice place and cool place nice hill station and good relaxing and good place for kids to enjoy in that climate and very niceeeeeeeeeeeeeeeee and I loveeeeeeeeeeeeeeeeeee it....................gg
",pos,1.0
"
Went to ooty during the start of MAY and had our stay at ELK Hill sterling. After seeing the name we thought it will be a worth what it cost but things changed once we visited hotel. Huge renovation work was in progress and when we asked the management why the continued with the booking there was no answer. After...
",pos,1.0
"
I visited the resort with my family last week. The place is good. Though the resort is under renovation, there was least inconvenience. The staff was very co-operative and warm and open to feedback constructively. Room was clean and cozy. Food was good too. Holiday activities were also organised to keep the family engaged, elders and young people equal. All...
",pos,1.0
"
I visited Ooty with my family from 03.05.15 to 05.05.15. I stayed in hotel sterling elk hill resort.
Hotel was old one and renovation work in progress.
I have tried several time to travel desk no one there to answer/ picking phone. Then I tried taxi by own for my 2 days site seeing purpose.
Only good thing in this...
",neg,1.0
"
The room we stayed was good and the bathroom very clean. It had a nice view of vegetable farms (terrace farming) and the distant city bus stand, horse race track etc.
We were late due to a transport strike, but the travel desk made up for it by quickly arranging a sight seeing trip. Restaurant, food , room service was...
",neg,0.8
"
Average food, flies in restaurant, poor service (waiter forgot to place order :-(, poor location, wifi in reception didn't work, don't take sms/email as booking proof, small rooms, halls are smelly, etc
",neg,0.6
